N,P,K,temperature,humidity,ph,rainfall,label
28,61,16,25.999284427300417,67.0714468673881,6.646254296500664,49.96361869094364,lentil
4,75,19,26.022151818878122,60.489122051567406,6.587624544551602,49.66355932756227,lentil
2,78,18,20.324149421742643,68.43128720620065,6.930461970127662,50.350296387783764,lentil
30,60,18,26.937519665103878,66.79775113635367,6.237114205482219,52.35002479747053,lentil
18,56,20,27.228055541504766,64.10896032792955,6.170857685276482,49.484725096903055,lentil
3,78,15,21.554531147054085,65.1835448719409,7.318101519158855,36.10654732345762,lentil
7,57,18,26.297727771713593,66.54832122286199,6.218383224704493,48.054021001211815,lentil
8,77,16,21.653158148378374,63.6649705091357,6.333625373562458,37.9761338112737,lentil
22,63,17,26.63757291372668,67.38526952911687,6.685941605572709,42.58671507794056,lentil
16,77,19,22.68448470781905,67.32986045236751,7.051134308418714,46.07503297575902,lentil
13,67,24,25.45564984842632,61.98855107870392,6.917662206055286,47.46230841278311,lentil
29,71,18,22.324562968257215,62.156797415189985,6.460128625829539,53.46146485665164,lentil
5,59,21,26.429326804168614,65.5853665625887,6.195246200958947,50.714427635511214,lentil
33,58,16,28.92688040646233,60.371174801174476,6.693969842101104,45.93742462854448,lentil
1,64,20,26.659142244940828,61.88312290909326,7.407421226292938,53.14270239197171,lentil
12,67,23,25.55623979719125,62.66212895255218,6.7245978041468994,46.32155615795812,lentil
12,57,22,22.048957581182457,63.42431527548392,6.732314496456697,50.38144295489509,lentil
23,56,15,24.115563050241082,67.82824967553525,6.6129272483527,49.433077193430684,lentil
30,60,23,25.60266804367538,65.98949494311796,7.544814562793561,51.98723928935172,lentil
38,77,15,21.830190877494168,63.06514895494075,5.952183875007278,41.33918562850424,lentil
31,79,22,27.623036850581194,63.418228875158555,5.965350180985848,54.24025469317415,lentil
10,78,19,24.956665893424464,66.87836483770091,6.37954412353691,38.23756687754588,lentil
12,64,20,19.597177565125982,62.6223454748275,6.632225611315943,36.914332924470465,lentil
1,67,21,27.82448172814487,61.23389357013562,6.74821798267714,46.72255142930399,lentil
10,72,17,22.946478355802963,69.49561450062232,6.923825995484851,44.3537488875493,lentil
37,59,20,20.684169722873204,65.82060605615031,7.041350896096434,44.77281097141601,lentil
38,77,15,21.570663995473797,62.811853929941094,5.937551469975616,41.581135541576316,lentil
28,68,20,21.915561993649064,63.234166241071904,6.300736980896027,48.758364244108456,lentil
12,58,23,21.183825373495495,64.4213001764895,6.906088167171359,50.26318600112396,lentil
20,60,18,19.53128514695894,61.457931622007045,6.723556776332631,41.06475769881071,lentil
28,69,16,29.06271767865552,65.35737852786649,6.691115684233811,36.25995954953058,lentil
17,73,16,27.225771497980947,69.6449140192521,7.179120877872436,40.084526077307245,lentil
11,79,19,22.59426851807395,65.59028247204579,6.055011708026373,36.572104286054355,lentil
36,65,20,21.830468029186104,60.9305835269248,7.111858452069935,51.913295183396656,lentil
14,59,22,24.049134991732725,67.86063410387472,6.7212868918647315,47.01418650674955,lentil
21,67,16,27.321551468780253,63.937231033563954,7.5726976906842305,38.04703828193669,lentil
37,67,15,23.30612037587115,64.00979513393585,7.046850659483976,49.07881401443344,lentil
3,78,15,21.564391002703285,65.03173123258466,7.219682297694912,36.29345205183872,lentil
22,56,21,24.86312947103454,61.89628493326459,6.653051414434036,51.292700775351165,lentil
15,58,21,23.8226476859943,67.91648373824422,6.73235174124359,47.29483839725509,lentil
10,74,17,21.013988918085175,69.70005486431502,6.765268842291214,45.722987576703275,lentil
1,67,21,25.269609289003128,63.19004347739472,7.071110478953939,36.565431939381945,lentil
33,77,15,24.297739372454526,66.59747561598118,7.664774996206364,40.24903170541843,lentil
10,79,19,23.728967392654884,66.21027820983663,6.209339925319312,37.35194121802845,lentil
7,59,20,28.65063005936093,67.4233974809217,7.556702035916076,40.52505562131194,lentil
3,62,17,24.51471995910583,60.865502895986175,6.834249697586771,51.86668077991493,lentil
5,71,24,28.07684794499248,63.15921127826625,7.293501454436993,44.12551521571789,lentil
5,77,15,20.365484474571574,66.44811722565927,7.591053222454083,36.982879058226374,lentil
1,67,21,25.122074910489324,63.51155682568288,7.070664478430805,36.53654654402679,lentil
16,65,17,20.057796870404406,63.72516231187056,6.145545114108954,49.93721784172695,lentil
27,59,22,28.27337485489697,63.26437134076259,6.890920439886977,40.170995804040594,lentil
0,66,22,29.245352009035305,66.3830326586649,7.1358629289305675,52.25134859425602,lentil
14,74,16,27.272275183697225,65.91897673178457,6.723053646544421,49.71204690569543,lentil
4,72,16,24.445733220158722,64.38708078713582,7.737661060049593,53.03198377872011,lentil
26,68,20,28.786263042530216,65.02668548055576,7.09458667414546,36.531953938133775,lentil
5,74,24,25.91503014311718,63.98880211208215,7.296464116584201,45.26481554526778,lentil
15,58,20,23.819431656132302,67.92933435745857,6.708338084885879,47.566548008403146,lentil
22,75,17,24.021129668418123,64.66851606556102,7.105783069232171,47.326873283365394,lentil
9,79,17,21.81458404866355,65.28201756612081,6.356755063157506,36.01232233534561,lentil
12,66,21,26.735842949709816,62.60198275922675,7.305827039290495,46.00805446467816,lentil
31,78,21,20.103673340527276,69.2999381828045,6.450465688285307,49.179077956191556,lentil
9,70,24,26.764276485468937,63.13893438292863,7.006685391416166,45.323846678812764,lentil
17,61,18,19.3735921945873,61.90207744510522,6.670694461143654,39.2381133050092,lentil
21,63,16,25.30644752396996,67.76376945053464,6.65807731182,41.12385968025742,lentil
1,64,20,26.554886462113593,61.85116339120763,7.382782054762172,53.14255436456237,lentil
2,78,20,20.695763160393746,67.68686489598446,7.0762313125173115,48.51006592559947,lentil
34,72,15,20.931542388775654,63.84562010445846,7.380276657435719,52.07800935475656,lentil
9,75,16,18.508082517423556,67.99689635314955,7.727180202824515,38.93790306492181,lentil
37,63,22,24.64828485245567,64.95442778270312,7.525600204885805,45.894206629947426,lentil
13,65,19,27.478145001231116,65.31525662851053,7.2415839912030915,43.88061694969616,lentil
27,68,16,29.69541077593633,66.19707876355655,6.588920878069326,35.76017198414876,lentil
38,77,15,21.546579058861102,62.881664213069655,6.0668227483487325,41.7040662260511,lentil
11,66,19,27.206868252089652,63.86782109051128,7.3309657346348445,44.20360329013848,lentil
4,75,19,25.986948660673864,60.45799840181948,6.508227266579288,49.58553166521586,lentil
29,79,17,25.588259348894976,61.24114434367216,6.010842700432801,53.50629620542349,lentil
26,67,24,28.005752384130595,63.92388008068979,7.456404612520451,37.20750767093892,lentil
29,61,17,26.835997011003457,67.03884398161918,6.29080018667874,51.815222224160415,lentil
30,60,19,26.77091605009696,66.77300067920436,6.496992014511284,52.380739878473584,lentil
13,65,19,27.47257135273955,65.14948499898999,7.24984316370564,43.928770524633265,lentil
0,74,16,23.358195413726023,64.51980839045834,7.241826246363094,47.00642596864722,lentil
14,65,19,27.552132023236783,67.51578097442288,7.131948161347806,43.241405558107104,lentil
36,59,20,20.60286545624748,65.82358413223542,7.053328522128028,44.93614951279423,lentil
34,59,19,23.41055659106915,62.4516156851374,7.5770140073697805,49.61230880926768,lentil
12,57,22,22.223169342611946,63.44115437386898,6.713466484315143,50.35176068573038,lentil
15,65,19,27.603885431814774,69.05503248735845,7.055258659007068,42.79428162447883,lentil
32,75,15,27.974661828580746,63.46737696375204,7.563304302973121,43.329877929061254,lentil
16,66,23,25.646031586583547,64.91128377014118,6.699992018271456,48.47925861225111,lentil
14,69,18,21.708233871688822,63.8836173443466,7.1597704679913265,52.13636495782824,lentil
3,75,18,24.963852186018425,61.699299468725386,6.455285358312618,48.42899830624951,lentil
12,71,20,24.776940943309935,60.77843450234307,7.027060317609679,42.54336243921214,lentil
4,78,15,21.579103098649746,64.8052069397699,7.0728289277603205,36.57233648936223,lentil
25,57,16,25.096509195247478,67.64170798125069,6.377109766817706,50.8142996435706,lentil
20,55,17,23.801404607288134,68.00136687898213,6.5737325698057205,49.089581886127,lentil
10,74,17,19.217309986795737,68.5512028006396,7.440107132090814,41.037795149766865,lentil
9,62,24,19.10359120890506,66.3398386082489,7.111003537415907,51.72942406388694,lentil
17,65,21,26.33017427108841,68.00516343382763,6.528247375083795,46.55180745282488,lentil
16,66,23,25.611223119176127,64.5183855223287,6.752473503535774,48.56600118413504,lentil
6,76,20,25.84351124682559,60.37374715511858,6.0980467167101144,49.016209760766664,lentil
13,66,23,25.882231212877205,61.57554925639573,7.267719757190898,47.991129720489845,lentil
13,68,20,22.8777211578907,63.46244798447779,6.970347140774259,49.56067474231114,lentil
1,64,20,26.861122497382112,61.94503977658386,7.455155998895192,53.14298917331559,lentil
27,59,22,28.13126392820165,63.04600591103246,6.885663316707859,39.74731557240111,lentil
13,76,20,28.51647752917575,62.74433193635378,6.954227115757745,36.729225327374124,lentil
23,69,16,25.371344073529098,68.49690796670173,6.639375252155368,35.219768088425745,lentil
5,67,18,24.575009177824235,62.38750000442138,6.701840300650604,47.30836043236509,lentil
37,60,20,21.884437197498052,64.53439029984986,7.268368462608797,46.45273466701615,lentil
9,62,21,18.290667886577918,69.02544033772571,7.357017360280842,49.1445946730301,lentil
22,74,16,25.194457715128628,64.46760071327866,7.173237934110499,47.94225988909106,lentil
9,59,20,29.782956310614303,67.42325549429899,7.505671589560095,40.84567586415837,lentil
11,58,23,21.47607532915127,63.525480973583726,6.771701126593957,50.75542249879025,lentil
14,75,22,24.67886993146114,64.3116929683072,6.979080101703509,46.886045273234444,lentil
25,68,22,27.57548049263157,64.87737991556881,7.347201681206952,36.80824033605693,lentil
12,76,18,25.41362116049828,67.99067285916752,6.796618345003913,37.76142882375966,lentil
3,62,21,25.436824578167762,60.19022455579217,6.706030944912257,48.619336219945836,lentil
18,63,17,26.301341346710366,68.71461349311477,6.7919303980297245,42.0643971466829,lentil
5,72,15,22.95360288350335,66.73757046784502,7.658656389430401,54.437572677228715,lentil
27,59,21,28.384788023675057,63.43556707527483,6.895041957955028,40.50315574594844,lentil
5,58,18,26.68783311197892,67.88199026699861,7.5477742124033975,42.13666839774832,lentil
2,71,17,23.74834607782088,63.71893240263925,7.032842618497375,47.11155370957097,lentil
24,61,17,23.87423320668436,65.49420571421051,6.3557637041683215,39.440585037637604,lentil
19,75,18,24.985165352713242,65.26226759722522,7.284980921023529,48.6083475103245,lentil
2,77,17,20.411843946813875,68.3891666755176,6.909604244097175,50.65076281646087,lentil
5,64,19,18.32773537619614,67.96921830719597,6.972481950972298,48.958810795982615,lentil
9,60,20,29.605521027033014,66.79182717545842,7.496928877508364,40.91466230872166,lentil
17,57,21,27.299615124728316,63.93183749003774,6.164244600831733,49.48683383539366,lentil
12,66,22,25.763507272451207,63.16935129609667,6.64162226097411,45.41657765157242,lentil
6,75,21,26.322151142456708,61.1604049366989,6.437420522584622,47.93027992750105,lentil
25,69,18,26.46817866326604,61.76097337984319,7.581423689591086,38.38182517783051,lentil
1,67,21,25.235648372204594,63.26405258754806,7.071007814159395,36.55878281449166,lentil
3,61,21,25.158036867079826,60.295660560017865,6.844966700389266,49.157144169749266,lentil
9,73,25,26.111393429963922,62.287178046903506,6.945208411357428,44.80512716114424,lentil
14,66,19,26.855358531850705,69.21104878386737,7.105951802172204,42.41893335563214,lentil
10,76,17,23.45628858298126,63.22461736279938,6.465768732004805,37.69388588815005,lentil
9,62,24,19.081540082241286,66.43151604381886,7.125204472339489,51.665431487124266,lentil
22,68,16,27.095960065298964,64.58910128680813,7.457738006543687,36.876552447217854,lentil
35,77,20,26.275862906513247,67.63014972097886,6.841822532996758,51.71153470388867,lentil
0,65,23,28.829074874654093,64.19649291787121,7.527771890122402,52.74785531421474,lentil
1,63,23,27.491643194825663,61.7991699261624,7.541683763196798,51.94544478841773,lentil
26,67,21,18.91659537331982,64.4890681795846,6.323266593588338,51.94648315372981,lentil
22,59,18,20.553007320305234,61.37910742822283,6.758308868025688,41.288334531299896,lentil
17,75,17,24.579498582048828,69.12217622562966,7.219234793182195,38.518778239107384,lentil
4,59,19,26.113997395454923,67.61732972173985,7.595409320600531,40.59378801021675,lentil
13,74,19,27.94479286650118,61.73230334267471,7.069378567949612,38.03156689257767,lentil
36,65,15,25.602995976586413,64.1076591576565,7.662604279000503,50.12090574187648,lentil
16,62,22,24.857335336905674,67.72398463531047,6.556223728293765,47.40366650506706,lentil
8,58,21,24.283091817470478,64.83285699545387,6.437264560529965,50.682847472838816,lentil
33,73,21,26.498284106776076,62.55199824636756,6.989706833061433,42.25067773581681,lentil
19,65,17,18.11014411861699,63.27256207541563,6.146975343293041,50.90104736683444,lentil
13,66,20,27.132603512240475,64.1767798847633,7.154570813452979,45.067939515192506,lentil
27,79,23,28.394409426369258,61.82743470886417,7.754400628076606,49.195151668989325,lentil
26,56,22,23.260698792857642,60.90501663141822,7.073998450777556,52.542533434434745,lentil
10,73,17,22.0894244908487,69.72746927405376,6.766802018632954,45.58927917738529,lentil
37,67,15,23.68505059752429,64.02594038629032,7.148435462533153,49.25073453513553,lentil
25,77,16,24.78690759243299,62.06084023314342,6.602265428611385,50.79954050282754,lentil
30,78,22,20.67763029017238,66.48690917320788,6.570804736058986,50.624986326011324,lentil
21,74,16,25.547306348425007,64.34115637800163,7.046258924134366,48.6386221899339,lentil
20,56,21,25.81725552845504,62.671816636333276,6.464336032622756,50.60220467975499,lentil
27,71,17,22.701233867856264,62.502018219297966,6.5639950822568744,52.455411485533325,lentil
2,75,21,23.536407954074015,62.452641068846994,6.6807377363896014,52.39653466374724,lentil
8,61,23,20.395123466057875,64.04788157667934,6.79817039224014,52.04636184899173,lentil
7,73,25,27.455430546244664,63.09235873359926,7.271910272759792,45.18941817612657,lentil
19,75,18,24.97512584606476,65.14820185032127,7.277114387078901,48.578750219377845,lentil
23,69,16,26.096731349516002,66.85325323072632,6.983585170193805,35.916624837207586,lentil
12,68,19,26.02533931692764,61.91753546846565,7.228756980308853,43.19211126871072,lentil
33,76,15,24.11479310384719,66.52110193719334,7.75877268384283,41.23613843446141,lentil
2,77,22,22.02282949161568,65.16666755473884,7.139414356261015,47.37726719672617,lentil
33,62,19,23.328104611277126,63.00605505032659,6.71111438535954,47.28058121178601,lentil
33,75,18,27.452485880088016,63.259218111807236,7.286126155396224,43.13916985654356,lentil
10,74,17,21.102039723561703,69.75635727195076,6.7321966812342495,45.95259730820284,lentil
31,75,20,23.43573410014162,62.29096681297735,6.82927608642746,53.4260934393128,lentil
13,70,25,24.73201694331501,60.97207941139379,6.869784018002027,46.92625083230738,lentil
1,73,16,23.231186999928312,65.17149902105497,7.370757400908729,49.27533521728602,lentil
33,77,21,24.370341012427776,63.64792982696217,7.021990425499509,52.92357794096555,lentil
7,57,19,26.381805231956076,66.43077168482338,6.195587871269841,48.87635300404522,lentil
0,64,22,27.845982980071657,62.246947885254734,7.687911877838351,53.14438752592355,lentil
12,65,22,24.198997644511593,63.17881873224359,6.849334991431506,45.80521023670954,lentil
2,78,15,21.33070439625669,65.64327664584256,7.520313298429168,35.96692873504885,lentil
2,77,18,20.382407465790543,68.33774922086816,6.876649621266012,50.97345827280306,lentil
0,66,22,29.318583550570825,66.76768908733236,7.066918240406361,52.16400305090935,lentil
30,75,20,23.346923976548794,62.280243351524874,6.799772051757228,53.428920492550034,lentil
15,65,19,27.570704791690698,68.06817284053567,7.104426565979372,43.08094599577763,lentil
32,57,18,21.870513388449098,64.0488669220419,7.428422612531849,48.08141149728559,lentil
6,61,22,21.95945451518801,65.02903468239798,6.586600790705169,52.31685913059169,lentil
33,77,20,22.395662426720985,69.06618161970846,6.698151671865985,49.904259955449625,lentil
3,75,18,24.6584663901075,62.2249559328988,6.602480918613607,48.16411641074277,lentil
1,63,22,26.978079371986787,61.468288059512204,7.388355125903404,51.331815013797346,lentil
2,78,20,20.87625377204571,67.32530334934735,7.14703062651338,47.61627679146829,lentil
12,58,20,24.525577012551942,67.55795858393923,6.61402893570488,46.77892759774352,lentil
3,61,20,24.75776919843666,60.28805469306174,6.771575028881445,49.56327850580577,lentil
36,75,19,25.09381919477699,62.85701764533613,6.603445726178594,42.54176845278987,lentil
13,65,19,27.495735333244603,65.83842883897465,7.215518194858686,43.72864515383183,lentil
0,65,23,28.66240795895736,63.32105728966134,7.6846824009359445,52.94664414214599,lentil
11,76,18,25.246173356093905,62.86744888441161,6.649994062462555,37.312869127515675,lentil
36,62,21,24.06588460592522,61.69006716456341,7.405464396160886,49.79150338430393,lentil
2,78,20,24.454209322901747,67.06841194245989,7.368864485385523,45.229703668359655,lentil
28,69,19,26.37078626395639,61.796015487224054,7.238145300409829,38.40318253565859,lentil
13,68,25,25.07946003671307,60.90188583547194,7.102231792534102,48.45816579560541,lentil
23,60,17,21.586389288055308,64.0102104151225,6.409506644188,39.50029778215951,lentil
12,67,19,26.54406657239082,62.47783296329357,7.268850759925145,43.65506497821227,lentil
38,69,15,20.92502040879288,63.90834252431835,6.408517907504481,47.99850971883535,lentil
2,76,20,22.232425873605763,64.88576547715353,6.761735056516407,51.80818151674485,lentil
31,79,22,23.26543849483413,66.26608060917958,6.073708220770599,51.69006736505311,lentil
24,68,17,26.880995824328576,62.24434775855356,7.636597760877262,38.074673654423066,lentil
5,64,19,18.415783650949646,67.7174441878046,6.961470237752231,49.25149185008301,lentil
10,75,17,19.282088724418905,67.90478934467238,7.558086610703267,38.90740987521146,lentil
34,59,19,23.466153038588136,62.37608436719887,7.5606522387276245,49.62769044887025,lentil
30,71,21,25.818930760616023,61.29309923968522,7.264211680638782,40.370065129509065,lentil
77,54,19,24.89893786527822,69.8891656073034,6.1447052812863845,77.83811243060222,maize
74,36,22,23.966210887638375,61.61576227046693,6.104491459412577,71.58195051510852,maize
90,56,23,18.966061247574302,72.73730865816408,6.1633026165880125,82.34642615687548,maize
92,54,17,23.782854856581416,62.048077646160735,5.99563471687544,107.58555962468247,maize
98,49,15,18.160303037013083,70.99817874652062,5.582499220584994,88.19835959150342,maize
66,52,22,24.356834787025367,60.75337507453256,5.753653332955209,68.49569078535528,maize
85,53,20,20.915735198802835,59.81454036860627,6.573208451834902,108.7645485516461,maize
62,36,21,20.143219868641733,62.40174689239675,5.864146793877227,64.55885817916266,maize
77,53,18,24.881250317289147,67.80459091270869,5.928612815551102,76.82506567171282,maize
92,48,19,25.085402758376933,68.04129145370352,6.215056637968414,74.18316123981903,maize
84,47,23,20.240940401293958,60.72157460427352,6.366684244354735,92.49344673403223,maize
70,49,20,22.6469109040496,60.843314530800214,5.971385997377798,66.80908902018973,maize
78,46,20,19.31087402266516,68.8487579313072,5.980498892032888,83.7110137929388,maize
96,55,16,21.92091827736637,72.94169522049671,6.286087765075309,73.94349353215009,maize
61,41,17,23.67606770840076,65.31411187903238,6.218661424276501,75.34082504962204,maize
77,37,22,24.89618595498841,60.171951632346435,6.603408961417275,70.30372232628517,maize
71,59,21,25.905329825176228,59.445819338574125,6.206576100785895,85.72482443872141,maize
61,46,18,23.84268643162674,65.87757432696132,6.817141135003232,98.90319443141472,maize
87,37,15,24.740866464394244,65.66280956071562,6.4291003358562,62.810947231915996,maize
94,38,19,22.135431557759635,59.11988287742307,5.822514464775074,101.93479029996206,maize
85,50,20,24.305049935666986,62.92479901656997,6.322268853109154,108.28348955780879,maize
71,56,19,21.162607464835066,65.5847597746537,5.758268797165966,87.88119905393778,maize
74,40,23,25.542609221524643,60.18360993300139,6.432334970560342,95.89619709792795,maize
62,37,20,18.994372773668715,62.264027842244396,5.950894282339503,65.78183259184975,maize
83,57,23,20.385034202898183,61.580061358116,6.406024733381486,65.25542079854927,maize
62,55,21,20.873746147797178,60.835764677831314,6.077492893951173,70.2725832394242,maize
62,40,18,18.701300843608387,66.28469681721634,6.588119746624458,78.25865726854278,maize
83,45,20,20.983433266970216,61.61060970733614,5.772502268178566,106.56551562003001,maize
97,35,17,23.582932467542992,74.43404424844341,6.245392590047952,91.89411861461487,maize
82,58,22,19.77083676138107,59.70706583142268,6.382005323689126,65.49447236225129,maize
94,39,19,22.56206550104151,63.71651119922187,5.879725601768045,102.97604048642276,maize
84,57,24,21.902757986014155,66.85203672260141,6.475071192124213,63.87605838947562,maize
91,59,22,18.600538636996365,71.6439044776322,5.797976686494658,70.98482574413262,maize
72,48,18,22.10373435034142,60.540691404171504,6.217074281562471,68.09787288479419,maize
62,42,17,19.250888149295275,65.34026037164,6.7682075521484775,71.04353793685827,maize
99,39,18,22.27959075591171,65.96634902958506,6.300254066850729,77.07889504616558,maize
74,55,18,20.397528493780527,58.059394075264734,6.803303116938826,106.05429900438806,maize
73,40,19,21.21104371825725,61.25730354576758,5.8430322599825475,66.42811721567169,maize
73,58,18,20.133349417475266,56.56121317395966,6.708086288539002,109.0279190451119,maize
71,60,22,25.505867591844474,60.09903044478677,6.172301320695566,85.93364256726882,maize
90,50,19,22.777579075576348,69.65821512384568,6.443215442450284,75.55475757158608,maize
66,35,23,23.256036616414153,60.70198024692611,5.93150120397206,63.26753113632944,maize
90,56,21,18.704203882527942,72.7496847867458,6.217331639741317,81.43417509731535,maize
82,56,19,20.977877877698717,61.629043921692656,6.726419689301825,109.14683275303189,maize
75,52,19,23.23076221366115,69.98613074212177,6.464003381075635,80.26907781463481,maize
91,54,18,24.26978290430141,62.425865863595426,6.1498146693345905,107.91601970777067,maize
88,59,17,24.77821234595962,57.58881553234543,6.1116946037776305,102.95468741341459,maize
98,56,17,23.727804932207228,73.01812438960391,6.198452561538245,70.99565331026679,maize
60,45,21,24.444709815378097,64.90418836063552,6.626566355343359,88.14515810404963,maize
93,59,21,19.804220061868694,71.85380431700062,5.828772082446368,70.17166183973734,maize
72,44,20,24.18161331225652,73.54444352322778,6.378915243541149,95.83728500347848,maize
83,37,18,22.247639671769562,60.68483840678146,5.8373257642592815,70.08863154505697,maize
67,44,18,24.024303140226987,72.97648252068272,6.1268876633910745,96.3225878861275,maize
73,43,22,25.55478454148361,65.34509084737284,6.417238275951109,98.69752541301266,maize
90,36,23,25.367213912941352,72.47428288689538,5.969575205843911,71.52730634299738,maize
94,38,21,20.46103314908464,60.67641621866463,5.755204639334404,101.08085695128354,maize
66,36,21,23.687285445191062,64.38430218094099,6.460289344700949,107.87307357746943,maize
73,56,20,18.188537742571224,64.67919629438401,6.138836914389085,85.3615458013887,maize
94,47,17,23.6148109935141,59.84084369273699,5.881237728717438,105.3121454377513,maize
61,37,20,19.82550474852457,62.45773610026408,5.884441613440187,64.72675331791719,maize
76,55,17,20.55928581590596,61.242997008564956,6.772194936224964,105.6890557884013,maize
65,35,23,22.82908722493086,61.28679514599134,5.717784130422027,64.30117908628651,maize
91,52,21,24.971153054373502,66.40375269105417,6.453159883703335,104.8148134434654,maize
81,49,20,18.327410869808876,60.53541307650015,5.618973475790474,104.68251054263494,maize
61,40,16,25.12591122220376,65.26233690145872,6.023201124474024,76.72110422113862,maize
80,36,22,25.791560306837933,66.88050400385013,6.128394635980312,74.08007618664068,maize
78,43,16,23.184417462885165,69.3951387845209,6.613796902266046,67.20526583091848,maize
73,42,22,25.966197069002583,62.196923338857125,6.348659225229543,100.12295875300724,maize
82,58,21,19.926122416462363,63.295695931028845,6.144314571911067,61.88789132978222,maize
95,54,21,25.676072818815204,61.60640983899701,6.907219170595169,82.94612645023584,maize
74,48,15,21.737693131745047,71.7296001185392,5.910819456936744,101.55689544258627,maize
81,48,20,18.1475560837979,60.65072074553823,5.522997647453551,104.31600688657521,maize
73,43,22,25.38523290864414,66.81720275947731,6.456447408189147,98.32151973676957,maize
66,52,21,23.273034950430933,60.644002373942165,5.836509248706372,65.18187205329595,maize
92,45,16,20.329139543206,68.34515768125111,6.014187381124471,95.68970562042173,maize
79,58,17,23.280887708305187,65.1408318361552,6.480251929236366,63.76515733058998,maize
80,58,17,21.191961539658934,63.6970535604299,6.6336956358253065,108.55581998571478,maize
87,35,24,21.511316233036123,63.21227067709203,6.1830874735316685,65.8278144138456,maize
79,58,16,24.246496392563976,67.18780476983916,6.514206268023876,62.847545431573266,maize
66,60,24,24.983890093268045,67.58675187735102,5.869850374720596,109.03422109615235,maize
92,41,16,23.933971061293075,66.31997128771624,6.056682262228062,102.78688584611757,maize
60,43,22,24.808197084809105,69.85979308644744,5.734203925611803,76.72689036460655,maize
71,47,16,23.67971209548228,70.74765763382179,6.39382913200275,103.65394084105039,maize
72,53,18,21.317395323559907,59.69197349277349,6.058289814389837,81.4237449023912,maize
70,59,22,23.438094399249195,65.79071487205421,6.042264997648544,108.9840486724534,maize
61,44,17,25.343088453221963,69.66410426467489,6.893318047891488,101.13838028524778,maize
82,50,20,18.992175824887916,60.35026977435955,5.864051715746431,105.73090922408842,maize
71,59,21,25.95443426178857,59.521561217934234,6.188995199676227,85.82651114247768,maize
80,53,18,19.111005790018567,62.04323680897878,6.030639646043472,106.18618361554724,maize
73,39,22,22.735575568399227,66.98790073979865,6.634113361776048,89.14005862940903,maize
99,47,15,18.35201461700856,70.55239288685652,5.678147584870171,88.0334881943581,maize
77,36,22,24.972503813553804,59.44251812202491,6.517844469178153,82.72230758270086,maize
71,60,22,23.806140495490837,62.273030277736986,6.075187202291943,86.46169402663217,maize
89,57,23,19.795080614965713,71.95544493835614,6.124936689174146,81.75013751653282,maize
98,35,18,23.1873405362838,73.96319250149851,6.234207015161886,91.24401213168724,maize
93,50,19,23.38492863938122,73.49566190399186,5.902162485101848,97.7623996400109,maize
87,55,19,25.548123804319587,61.684278322473084,6.407325643562571,106.7954548188294,maize
76,43,17,20.574445052353685,62.270588734000114,5.902275853589922,65.23529365347294,maize
83,57,24,21.42120955716739,64.67041906654624,6.4460321359700234,64.84734483641735,maize
95,57,19,21.74975162042951,72.43113895365909,6.012080220902686,70.5802426307428,maize
97,57,18,22.715896139401313,72.71784141929925,6.103110434457024,70.78314249636055,maize
67,38,20,23.633453689048572,65.0450910506374,6.439655051015419,107.60692231598195,maize
60,38,17,18.430312926450952,63.951787857469235,6.381569011015491,74.3901046098515,maize
98,38,18,19.57299923925409,68.83335222033799,6.124077016566339,88.1673348126701,maize
82,46,22,21.599001941104948,60.159153137918146,6.11847597156815,91.52905727899122,maize
89,54,19,24.923739310309365,62.93324477935633,6.356882157150868,108.35983576904987,maize
90,55,15,18.14162400193713,72.62133456280806,6.363977060871985,79.15829172801627,maize
76,51,17,24.974489515317483,66.26941434896304,5.759926427873686,76.16410077228375,maize
70,49,20,22.45942396247111,60.73885883573165,6.056189630135846,67.25393543979459,maize
99,36,20,21.132166737871064,66.84484221813052,6.594686219099004,75.79991737304759,maize
86,55,20,21.90146549151084,59.41213084214472,6.726957407116665,108.99575451262751,maize
62,35,16,21.36745119549979,65.15074478101076,6.309367256937856,82.39428088746787,maize
66,52,18,22.997895835853047,60.12651269639658,6.059512771186531,65.74059053909254,maize
61,42,21,23.81666551246848,71.5044547394465,5.770988870725537,70.5843849985109,maize
75,58,18,21.46766334689196,56.434409956938204,6.243854698323067,105.18567601434006,maize
74,47,17,22.58826579029115,72.22213974861668,6.164642828829838,100.46453341784982,maize
93,47,17,21.37524816970571,70.20226151926181,5.964616718294585,96.3583296474786,maize
73,47,16,22.016581733207097,72.03415870049662,5.900539072855783,100.27481036418322,maize
94,38,22,19.792352877352794,61.25138476560954,5.774807630345567,100.42782429372146,maize
71,41,21,26.035609541017806,63.76331815778565,6.468525851486457,102.90237202040143,maize
88,59,17,24.767248898079437,57.59576429196159,6.114039405742597,102.9777102679214,maize
99,36,20,20.856616976631447,66.09703454089657,6.632799683792122,77.07010382725994,maize
83,56,19,21.144446635871187,61.04135282223451,6.749324435730147,109.32552330713166,maize
76,52,17,24.259699829384182,65.82623238731001,5.817100560816518,76.29574783936238,maize
82,57,22,19.709779374559517,59.91637238859832,6.316704707140757,65.07957448230823,maize
75,45,17,20.795135140622506,61.84528951477328,6.03455925974628,66.50496746169338,maize
67,41,16,21.71012365795697,57.761749271462776,6.168728585425437,101.8587748206881,maize
81,41,17,24.083241316440617,71.82115530862335,6.505305325384866,67.8800108986378,maize
